marka,model,il,yurus,muherrik,qiymet
MAN,TGX 18.440,2012,1300000,13,40000
GAZ,GAZel (3302-18),2001,155555,2.5,8500
Mercedes,GLE 53 AMG Coupe,2023,0,3.0,214338
Kia,Sorento,2019,135000,2.2,43700
Li,Auto L9,2025,0,1.5,119000
Hyundai,Tucson,2014,195000,2.0,23900
Mercedes-Maybach,GLS 600 4MATIC,2023,0,4.0,474327
Mercedes,GLE 53 AMG,2024,0,3.0,236503
Land,Rover Range Rover,2017,85200,3.0,73950
Chevrolet,Cruze,2014,120000,1.4,14300
Mercedes,S 450 4MATIC,2023,0,3.0,296272
Hyundai,Tucson,2017,82000,2.0,27900
Mercedes,S 450 4MATIC,2024,0,3.0,344547
Chevrolet,Cruze,2018,103000,1.4,16400
Mercedes,GLC 350 e 4MATIC+ Coupe,2025,0,2.0,161869
Mercedes,GLS 450 4MATIC,2024,0,3.0,244003
KamAz,5320,1997,90000,11,17000
LADA,(VAZ) Priora,2015,175000,1.6,14200
Mercedes,C 200,2024,0,1.5,112725
Mercedes,E 350 e,2025,0,2.0,139281
Mercedes,V 250,2025,0,2.0,180664
Kia,Optima,2015,321869,2.4,15900
Haojue,DL160,2024,0,1503,6600
Changan,Deepal S09,2025,0,1.5,59900
Seres,Aito M9,2024,0,1.5,127500
Dodge,Charger,2023,0,3.6,106930
Land,Rover Range Rover,2023,41000,3.0,244800
Mercedes,E 300 e 4MATIC,2021,60000,2.0,86700
Nissan,Note,2019,37000,1.2,18500
Ford,Transit,2009,190000,2.2,16900
Abarth,595,2017,58555,1.4,25500
Hyundai,Elantra,2018,110000,2.0,23500
Opel,Astra,2008,381000,1.9,11900
BMW,430,2018,101000,2.0,31900
Kia,Optima,2015,321869,2.4,15900
Mercedes-Maybach,GLS 600 4MATIC,2023,0,4.0,459757
BMW,320,2005,300000,2.0,12300
LADA,(VAZ) 2107,2006,298556,1.6,4500
LADA,(VAZ) 2114,2004,352000,1.5,5700
LADA,(VAZ) 2107,2010,185000,1.6,7500
Mercedes,Vito 115 CDI,2008,346000,2.2,22500
Freedom,JET 49,2024,150000,503,800
Hyundai,Sonata,2006,298520,2.4,10700
Mercedes,C 180,1998,235000,1.8,7200
Hyundai,Palisade,2019,179000,2.2,46500
Changan,Qiyuan Q05,2025,0,1.5,28000
Toyota,Land Cruiser,2010,183000,4.0,42000
Mercedes,E 200,1996,466321,2.0,9000
Toyota,Land Cruiser,2010,319500,4.0,43500
LADA,(VAZ) Niva,2020,85000,1.7,14500
Nissan,Tiida,2006,304294,1.6,11200
Mercedes,E 220,2002,346700,2.2,12300
BMW,528,2013,105000,2.0,36000
Nissan,Patrol,2017,124000,5.6,77350
Jaguar,F-Pace,2017,110000,2.0,40400
BMW,735,2000,400000,3.5,11000
Hyundai,Santa Fe,2014,113000,2.0,29500
Changan,Qiyuan A05,2025,0,1.5,27900
Mitsubishi,Eclipse Cross,2025,0,2.0,47430
Mercedes,C 200,2024,0,1.5,119495
Toyota,Camry,2014,182000,2.5,28000
Hyundai,Sonata,2015,227000,2.0,23700
Chevrolet,Trax,2019,65600,1.4,21500
BMW,530,2017,110000,2.0,45900
Ford,Fusion (North America),2014,334000,1.5,15800
Hyundai,Grandeur,2017,106000,2.2,38000
Kia,Sorento,2020,47200,2.2,56000
Toyota,Land Cruiser,2012,172702,4.0,54400
Toyota,Land Cruiser Prado,2005,208000,2.7,21400
Land,Rover Range Rover,2011,190000,5.0,38500
Chevrolet,Cruze,2015,241402,1.4,15200
LADA,(VAZ) Niva,2022,77777,1.7,19000
BMW,330,2017,184000,2.0,30500
Mercedes,Vito,2008,184000,2.2,48000
BYD,Leopard 5,2025,0,1.5,78198
Kia,Optima,2017,196340,2.0,24000
Mercedes,E 230,1997,344515,2.3,8700
Hyundai,Grand Santa Fe,2014,217000,2.2,32000
BMW,520,2021,44000,2.0,68850
Chevrolet,Cruze,2014,274400,1.4,11200
Hyundai,Elantra,2022,52500,2.0,31900
LADA,(VAZ) 2106,1999,250000,1.6,5500
Toyota,RAV4,2022,24700,2.0,52000
BMW,528,2013,242000,2.0,20600
Hyundai,i30,2010,325000,1.6,13400
Toyota,Hilux,2013,222475,2.5,32000
Hyundai,Elantra,2017,83400,2.0,22700
Kia,Rio X-Line,2021,134000,1.6,23500
BMW,X5,2019,78000,3.0,85000
LADA,(VAZ) Priora,2014,270000,1.6,11800
Chevrolet,Cruze,2016,112000,1.4,15300
BMW,528,2015,167000,2.0,33500
Hyundai,Santa Fe,2016,156000,2.0,33800
KAIYI,X7,2024,0,1.6,33900
Mitsubishi,Eclipse Cross,2025,0,2.0,47430
Nissan,Sunny,2024,0,1.6,30900
BMW,735,1998,342000,3.5,8000
BMW,125,2009,192000,3.0,17500
Changan,Qiyuan A05,2025,0,1.5,27000
Mercedes,ML 350 4MATIC,2012,165000,3.5,38250
Infiniti,QX55,2022,12000,2.0,64600
Toyota,Camry,2008,323000,2.4,16900
Hyundai,Tucson,2006,227609,2.0,15000
Ford,Fusion (North America),2020,122000,1.5,19200
Land,Rover RR Sport,2006,233033,4.2,24500
Mercedes,Actros 1840,2000,400000,12,32000
Porsche,Panamera,2024,0,2.9,242975
Mercedes,C 180,1996,327000,1.8,4600
Mercedes,GLC 220 d 4MATIC Coupe,2020,162000,2.0,88400
Kia,Sorento,2008,200000,2.5,15300
Hyundai,Accent,2011,214000,1.4,15000
Hyundai,Grandeur,2016,170000,2.2,31900
Opel,Omega,1998,200000,2.0,3000
Nissan,Note,2017,50000,1.2,18000
Kia,Optima,2012,257495,2.0,22780
Kia,K7,2016,180000,2.2,30900
Toyota,Land Cruiser Prado,2014,170500,2.7,47600
Ford,Transit,1994,453284,2.5,10500
Lexus,ES 250,2021,117000,2.5,67500
Renault,Clio,2018,64500,1.5,24000
Lexus,LX 570,2010,228000,5.7,57120
Changan,Uni-Z,2025,0,1.5,32200
BMW,X5,2021,10500,3.0,107950
LADA,(VAZ) 2115,2012,346300,1.6,6200
BYD,Destroyer 05,2025,0,1.5,22300
BMW,528,2015,172000,2.0,32800
Porsche,Panamera Turbo,2018,81000,4.0,152150
Changan,Uni-Z,2025,0,1.5,33300
Jeep,Gladiator,2023,32187,3.6,272000
BMW,X7,2025,0,3.0,270858
Opel,Astra,1999,385320,1.8,8900
Mercedes,ML 350 4MATIC,2012,165000,3.5,38250
Mercedes,ML 350 4MATIC,2007,188000,3.5,27000
JAC,JS3,2025,0,1.6,19700
Mercedes,Vito,2006,780000,2.2,21500
Hyundai,Accent,2010,237000,1.4,11400
LADA,(VAZ) 2106,2005,125000,1.6,9500
Chevrolet,Cruze,2016,226000,1.4,14700
BMW,528,2015,172000,2.0,32800
Toyota,Land Cruiser Prado,2012,164000,2.7,35400
Opel,Astra,2008,258321,1.4,12400
Lexus,GS 300h,2018,114000,2.5,60699
Land,Rover Range Rover,2018,55000,3.0,94350
Hyundai,Accent,2016,155000,1.6,17850
Toyota,Land Cruiser Prado,2014,176000,2.7,48450
Kia,Sorento,2016,182434,2.0,36000
BMW,735,1998,342000,3.5,8000
Ford,Transit,2009,284000,2.4,26500
Mercedes,C 300,2017,115000,2.0,51850
Changan,CS 55 Plus,2025,0,1.5,30000
Toyota,Land Cruiser,2019,120000,4.0,89930
Kia,Cerato,2013,237500,1.6,19800
Peugeot,Khazar 406,2019,184519,1.6,6400
Opel,Astra,2007,358000,1.3,10900
Renault,Megane,2009,430000,1.5,6500
Mazda,CX-9,2018,100000,2.5,45800
Kia,Seltos,2021,54600,2.0,35500
LADA,(VAZ) 21099,1997,250000,1.5,3700
Hyundai,i30,2009,182000,1.4,11200
LADA,(VAZ) 2106,2006,50000,1.6,6300
BMW,520,2016,172000,2.0,30700
Land,Rover Discovery Sport,2016,180500,2.0,23900
Ford,Fusion (North America),2017,78500,2.0,22900
Zonsen,Battlo5,2025,0,2003,3990
Changan,Qiyuan Q07,2025,0,1.5,46800
Changan,Uni-Z,2025,0,1.5,34850
Kia,Sorento,2009,118552,2.0,23500
Mercedes,C 180,1994,397258,1.8,4900
Land,Rover RR Sport,2023,48800,3.0,222222
Lexus,RX 350,2019,40500,3.5,60350
Hyundai,Sonata,2007,258000,2.4,12800
BMW,640,2012,198322,3.0,34500
LADA,(VAZ) 2107,2009,147000,1.5,6600
Fiat,500L,2014,212500,1.4,13499
Chevrolet,Spark,2021,47000,1.3,15800
LADA,(VAZ) Niva,2020,10000,1.7,24999
Mercedes,S 500,2015,171000,4.7,59500
Toyota,Camry,2025,0,2.0,49990
BMW,318,1998,347821,1.9,8900
BYD,Destroyer 05,2025,0,1.5,22000
Kia,Cerato,2013,237000,1.6,19200
Bajaj,Pulsar RS 200,2021,9700,2003,4900
LADA,(VAZ) Kalina,2007,301717,1.6,6200
Ford,Fusion (North America),2015,260000,1.5,19900
Mercedes,Vito 111,2010,188000,2.2,19400
Mercedes,GLA 200,2015,158000,1.6,32300
LADA,(VAZ) 2104,1997,60000,1.5,3200
Hyundai,Elantra,2013,204000,1.8,16800
Mercedes,E 240,1999,443000,2.4,12800
Mercedes,E 220,2014,252000,2.1,32000
Subaru,Outback,2007,266000,2.5,13000
Changan,Qiyuan Q05,2025,0,1.5,25075
Mazda,6,2013,188000,2.5,20500
JETOUR,X70 PLUS,2022,22071,1.5,28900
LADA,(VAZ) 2107,2001,125000,1.5,3300
Chevrolet,Equinox,2017,120000,1.5,23500
Mercedes,E 320,2004,455000,3.2,15500
Kia,Optima,2013,182655,2.0,21900
BYD,Destroyer 05,2025,0,1.5,19890
FAW,J6P dumper 6x4,2024,0,11,103000
Changan,Qiyuan A05,2025,0,1.5,25499
Toyota,Camry,2014,225000,2.5,30500
Hyundai,Santa Fe,2013,284854,2.0,23450
MG,3,2012,310000,1.5,3300
Chevrolet,Cruze,2016,226000,1.4,14700
Ford,Edge,2019,86500,2.0,31500
BMW,M3,2017,93000,3.0,110500
Nissan,Note,2018,38000,1.2,17400
Mercedes,Sprinter 315,2008,211000,2.2,24500
Mercedes,E 320,2004,455000,3.2,15500
Kia,Optima,2013,182655,2.0,21900
Hyundai,i20,2023,9700,1.4,27900
Kia,Sorento,2006,350000,2.5,16000
LADA,(VAZ) 2107,2000,214200,1.6,2600
Land,Rover Range Rover,2015,155000,5.0,78200
Mercedes,GL 350 4MATIC,2014,153000,3.0,48000
LADA,(VAZ) 2107,2010,100000,1.6,6900
BMW,530,2017,110000,2.0,45900
Kia,Sorento,2016,202000,2.0,27200
BMW,430,2018,106000,2.0,38800
Hyundai,Elantra,2021,107000,1.6,27900
Opel,Astra,2008,251930,1.3,10500
LADA,(VAZ) 2106,1995,180000,1.6,5500
Kia,Soluto,2025,0,1.4,27600
Kia,Sorento,2016,163000,2.0,36500
Opel,Vita,2000,209909,1.4,5777
Tofas,Sahin,2004,250000,1.6,9999
Lexus,RX 350,2008,280000,3.5,18500
Hyundai,Grandeur,2017,198500,2.2,30800
Hyundai,Grandeur,2023,23000,1.6,76500
Mercedes,GLE 43 AMG 4MATIC Coupe,2015,70000,3.0,75650
Toyota,RAV4,2023,48000,2.5,56900
Nissan,Teana,2008,225000,2.5,14200
GWM,(Great Wall Motor) Tank 300,2025,0,2.0,63900
Jeep,Grand Cherokee,2012,205000,3.6,24900
Mercedes,E 220,2015,140000,2.2,37400
Hyundai,Tucson,2025,0,2.0,52700
Toyota,Prius,2006,299999,1.5,12800
Kia,K5,2016,182000,2.0,29000
Hyundai,Santa Fe,2020,42000,3.5,44300
Hyundai,Elantra,2016,121000,2.0,22500
Hyundai,Santa Fe,2024,10600,1.6,61540
BMW,530,2018,108000,2.0,47600
Mercedes,GLA 250 4MATIC,2015,68000,2.0,39500
Opel,Astra,2005,248663,1.3,9300
Nissan,Sunny,2008,280000,1.6,10500
HOWO,Sinotruk,2007,222225,9.5,36500
Hyundai,Accent,2015,187000,1.6,15800
LADA,(VAZ) Niva,2008,558948,1.7,5500
LADA,(VAZ) Niva,2011,167330,1.7,9800
Land,Rover Range Rover,2010,289200,5.0,28500
Porsche,Cayenne GTS,2012,160000,4.8,40000
Mercedes,C 220,1999,620000,2.2,10400
Toyota,Prius,2008,274000,1.5,10900
Mercedes,ML 350 4MATIC,2006,298900,3.5,17500
Nissan,Sunny,2010,234000,1.6,12200
Mercedes,C 200,1998,180000,2.0,9500
Land,Rover Range Rover,2020,152000,3.0,107100
Chevrolet,Cruze,2014,180000,1.4,15000
Toyota,Land Cruiser Prado,2013,236000,2.7,50490
Hyundai,Sonata,2017,165000,2.0,32900
Lamborghini,Urus,2024,10000,4.0,697000
Mercedes,S 450,2018,108000,3.0,82500
Hyundai,Santa Fe,2012,139000,2.4,31000
Nissan,Sunny,2018,265000,1.5,16000
Land,Rover Range Rover,2017,95000,3.0,79900
Toyota,Camry,2014,162000,2.5,30800
Chevrolet,Cruze,2012,194471,1.4,13800
DAF,105 XF,2017,750000,13,63000
Changan,CS 55 Plus,2025,0,1.5,30500
Toyota,Corolla Cross,2025,0,2.0,45200
Voge,300r,2025,0,3003,7999
CFMOTO,ZFORCE 1000 Sport R,2024,900,10003,21500
Chevrolet,Cruze,2014,163000,1.4,12700
Fiat,Doblo,2015,494585,1.4,8900
Toyota,Camry,2024,7000,2.5,75500
Mercedes,Sprinter 311,2007,350000,2.2,23800
GMC,Acadia,2013,185000,3.6,25500
BMW,520,2012,163000,2.0,29500
Porsche,Cayenne,2015,142000,3.6,56800
DAF,105 XF,2017,750000,13,63000
Toyota,Prius,2008,256685,1.5,10300
Toyota,Corolla,2004,179794,1.6,12200
Mercedes,E 300 de,2021,49000,2.0,67660
Toyota,Camry,2019,104000,2.5,47900
Hyundai,i40,2014,238000,1.7,19500
Porsche,Cayenne S,2018,95000,2.9,99921
JETOUR,T2,2025,0,1.5,59500
Mercedes,E 240,1998,342345,2.4,8600
Kia,K3,2016,164809,1.6,21000
Hyundai,Accent,2022,17800,1.6,28600
BMW,530,2000,390000,3.0,13199
DAF,105 XF,2015,776440,13,55000
Kia,Sorento,2016,144000,2.0,33000
CFMOTO,700 CL-X Heritage,2023,2200,7003,8900
Hyundai,Elantra,2016,88300,2.0,21100
Toyota,Corolla,2015,191000,1.6,22400
LADA,(VAZ) 2107,2011,68500,1.6,8500
Nissan,Note,2013,65000,1.2,13900
Jaguar,XF,2014,120000,2.0,22500
Mercedes,E 220,2011,325000,2.1,23000
Ford,Escape,2013,215000,1.6,19800
Chevrolet,Malibu,2020,152000,1.5,20800
Kia,K5,2022,46500,2.0,42500
Nissan,X-Trail,2021,244402,2.0,32300
Mitsubishi,Pajero Sport,2025,0,3.0,83130
BYD,Destroyer 05,2025,0,1.5,19990
BYD,Qin Plus,2025,0,1.5,19490
Audi,A6,2012,185000,2.8,25500
BMW,520,2018,94000,2.0,40000
BMW,328,2015,136000,2.0,27000
Porsche,Cayenne,2007,235000,4.8,16000
Bestune,B70,2025,11500,1.5,39000
Khazar,LX,2021,320000,1.7,8500
Mercedes,E 220,2000,386000,2.2,8800
Geely,Coolray,2024,32500,1.5,30500
Toyota,Land Cruiser Prado,2006,320000,2.7,17000
BMW,X5,2003,350000,4.4,13500
Hyundai,Santa Fe,2013,361155,2.0,26500
LADA,(VAZ) 2107,2000,207000,1.6,4600
Opel,Zafira,2008,331000,1.7,12800
BMW,328,2015,210500,2.0,37500
Toyota,Corolla,2014,150000,1.6,21000
Porsche,Cayenne,2013,210000,3.6,35020
Hyundai,Grandeur,2016,207000,2.2,27200
Land,Rover Range Rover,2016,131000,5.0,82790
Ford,Focus,2015,80000,1.6,16500
LADA,(VAZ) 2106,1983,333555,1.5,3500
Kia,K5,2015,180000,1.7,25900
GAZ,"31105 ""Volga""",2005,395970,2.3,5500
Porsche,Cayenne,2007,235000,4.8,16000
Mercedes,C 200 d,2016,249000,1.6,26000
LADA,(VAZ) 2106,1990,450000,1.5,4500
Mercedes,C 240,1999,354181,2.4,12500
DAF,LF 45.180,2007,450000,4.5,25800
Hyundai,Sonata,2022,95700,1.6,34900
LADA,(VAZ) Niva,2024,36200,1.7,21300
LADA,(VAZ) 2107,2011,29368,1.6,8300
KamAz,53213,1989,320777,11,18000
Land,Rover Range Rover,2020,88000,3.0,119777
Toyota,Hilux,2024,0,2.4,65450
Mercedes,E 350 e,2025,0,2.0,165040
Toyota,Corolla Cross,2025,0,2.0,42160
Fiat,Ducato,2024,0,2.2,129600
Changan,Uni-Z,2025,0,1.5,32499
BMW,525,2007,148000,2.5,20800
Toyota,Land Cruiser Prado,2013,275000,2.7,37900
Ford,Fusion (North America),2018,150000,1.5,21000
Land,Rover RR Velar,2018,106000,2.0,62900
Renault,Espace,2010,237000,2.0,16500
Mercedes,Vito,2007,268000,2.2,23500
Chevrolet,Camaro,2016,116147,2.0,35000
BMW,X5,2003,289885,4.4,15500
DAF,105 XF,2011,1020000,13,35500
Kia,Sorento,2016,178000,2.0,34200
Volkswagen,Touareg,2004,350000,3.2,9000
Toyota,RAV4,2024,9300,2.5,67830
Mercedes,GLE 43 AMG 4MATIC Coupe,2016,59000,3.0,77350
Mercedes,C 230,1998,440000,2.3,11100
Mercedes,E 220,2009,274000,2.1,19400
Chevrolet,Cruze,2016,213000,1.4,15900
Geely,Monjaro,2025,0,1.5,51900
Ford,Fusion (North America),2019,200000,1.5,21900
LADA,(VAZ) 2115,2009,340000,1.6,6900
Geely,Coolray,2024,0,1.5,39900
Opel,Astra,1998,235000,1.8,8500
Geely,Coolray,2024,0,1.5,39900
Ford,Focus,2014,391100,2.0,10900
Land,Rover Range Rover,2019,115000,3.0,131750
BMW,328,2015,103000,2.0,30250
Toyota,Aqua,2015,53560,1.5,15500
Kia,Rio,2006,300000,1.5,9300
Hyundai,Sonata,2008,360000,2.4,14600
LADA,(VAZ) 2107,2008,79880,1.6,6800
Li,Auto L9,2024,35000,1.5,89250
Mini,Cooper,2009,188000,1.6,13600
Changan,Qiyuan A07,2025,0,1.5,28645
Changan,Qiyuan Q05,2025,0,1.5,28500
LADA,(VAZ) Niva,2021,40000,1.7,16900
Kia,Sportage,2016,116000,2.0,32700
Mercedes,GLS 450 4MATIC,2022,56000,3.0,147900
Ford,Fusion (North America),2019,159000,1.5,19700
Toyota,Land Cruiser,2014,200000,4.5,65450
Nissan,March,2016,58300,1.2,13800
Toyota,RAV4,2013,173000,2.0,28700
Mercedes,S 65 AMG,2008,129002,6.0,38250
LADA,(VAZ) 2107,2008,79880,1.6,6800
Land,Rover Defender,2023,28700,3.0,167000
Mercedes,190,1991,235699,2.0,5000
Kia,Optima,2011,260000,2.0,16500
Hyundai,Accent,2017,108000,1.6,18400
BMW,520,2017,68000,2.0,58700
Changan,Qiyuan A05,2025,5700,1.5,25555
Mercedes,E 220,1998,940295,2.2,11000
Toyota,Camry,2019,100000,2.5,42500
Opel,Astra,1998,438000,1.6,8800
Hyundai,Grandeur,2017,141000,2.2,39700
Nissan,Sunny,2013,310000,1.5,13700
Toyota,Land Cruiser Prado,2007,150000,2.7,31777
Ford,Transit,1997,280000,2.5,14300
LADA,(VAZ) Kalina,2006,216438,1.6,6300
Ford,Fusion (North America),2015,250000,1.5,16800
Chevrolet,Aveo,2014,158330,1.4,13300
Changan,Qiyuan Q05,2025,0,1.5,24310
BMW,528,2012,270088,2.0,23900
Changan,Uni-Z,2025,0,1.5,34400
BMW,X5,2020,103000,3.0,98600
Geely,Galaxy A7,2025,0,1.5,24310
Mercedes,E 220,1995,458639,2.2,8800
Chery,Tiggo 2 Pro Max,2025,0,1.5,30900
Hyundai,Custin,2024,0,1.5,44900
BYD,Destroyer 05,2025,0,1.5,22500
Land,Rover Range Rover,2020,75000,2.0,124222
Kia,Sorento,2018,126200,2.0,44300
Mercedes,E 240,1999,399328,2.4,10900
Hyundai,Elantra,2017,70670,2.0,21800
Mercedes,Vito,2018,168500,1.6,44900
Kia,K5,2022,56215,1.6,34200
Volkswagen,Jetta,2014,201168,1.8,15200
Toyota,Land Cruiser Prado,2014,137000,2.7,45500
Hyundai,Sonata,2020,161000,2.0,33500
Land,Rover Range Rover,2014,97000,5.0,82777
Mercedes,GLC 300 4MATIC,2019,55000,2.0,55250
Ford,Escape,2019,156000,1.5,22900
Mercedes,S 500,2006,261500,5.5,36500
Volkswagen,Passat,2014,172000,1.8,14500
Honda,Accord,2008,278000,2.4,15600
Hyundai,Elantra,2020,46500,2.0,25500
Mercedes,C 250,1994,444000,2.5,5500
Hyundai,Grandeur,2023,22000,1.6,65800
Hyundai,Maxcruz,2016,200000,2.2,33000
Nissan,Maxima,2007,290000,3.0,6800
Daewoo,Nexia,2008,110688,1.5,5200
Haval,H9,2017,83000,2.0,31000
Tofas,Sahin,2006,347000,1.6,4800
BMW,320,1998,190000,2.5,8780
Iran,Khodro Samand,2007,698665,1.8,3800
Changan,Uni-Z,2025,0,1.5,32500
Chevrolet,Cobalt,2023,200000,1.5,22160
Mercedes,E 240,2000,520000,2.4,10900
Kia,Sorento,2015,154000,2.0,33800
Mercedes,C 220,1998,422000,2.2,9800
Mercedes,C 300,2017,98800,2.0,37800
Mercedes,GLS 450 4MATIC,2024,0,3.0,244433
Mercedes,E 350 e,2025,0,2.0,168772
Suzuki,Ertiga,2025,0,1.5,33660
Hyundai,i30,2015,149566,1.6,19800
Harley-Davidson,FLHX Street Glide,2020,4004,18003,44200
Infiniti,FX35,2008,280000,3.5,14000
Opel,Astra,2008,251930,1.3,10500
Toyota,Land Cruiser,2012,172702,4.0,54400
Lexus,GX 460,2012,176000,4.6,51000
BMW,750,2016,118100,4.4,45390
BMW,X5,2021,10500,3.0,107950
Chevrolet,Malibu,2018,185231,1.5,18500
LADA,(VAZ) 2107,2010,125060,1.6,8500
Kia,Rio X-Line,2020,68000,1.6,27000
Zontes,M310,2021,17350,3003,5900
Audi,Q7,2013,229800,3.0,30500
Audi,Q8,2025,0,3.0,195177
KamAz,5511,1983,100000,11,11900
Mercedes,C 180,1998,320000,1.8,9400
BMW,530e,2021,94000,2.0,59500
Audi,Q7,2024,0,2.0,150167
Nissan,Latio,2016,115500,1.2,14900
GAZ,"3110 ""Volga""",2002,154000,2.3,4600
Mercedes,CLA 200,2020,108000,1.3,49300
Kia,Sorento,2024,7500,1.6,66777
Dodge,Charger,2012,252000,3.6,20000
Daewoo,Nexia,1995,95000,1.5,2500
Toyota,Land Cruiser Prado,2007,211000,2.7,17350
Toyota,Camry,2012,179000,2.5,25400
Renault,Megane,2014,275000,1.5,13000
ZIL,130,1991,250000,12,5500
Audi,A6,2000,311000,2.4,7200
Chevrolet,Cruze,2015,194000,1.4,13900
Toyota,Corolla,2013,206707,1.8,19600
Hyundai,Getz,2008,162000,1.6,11200
BMW,X6,2009,199000,4.4,36500
Volvo,XC90,2024,0,2.0,160666
Li,Auto L6,2025,0,1.5,72505
M-Hero,917,2025,0,1.5,185300
CFMOTO,ZFORCE 1000 Sport,2022,3500,10003,23000
Hyundai,Sonata,2010,250000,2.4,17600
Mercedes,Sprinter 311,2007,350000,2.2,23800
Mercedes,C 250,2012,163361,1.8,22750
Mitsubishi,Outlander,2010,297000,3.0,18500
Kia,K3,2024,0,1.5,29500
Mercedes,E 220 d,2018,185000,2.2,65000
Chevrolet,Cruze,2016,226000,1.4,13900
LADA,(VAZ) Niva,2012,220000,1.7,9100
Audi,A6,2015,131000,2.0,34000
Hyundai,Tucson,2021,135000,1.6,40500
SEAT,Ibiza,2013,270000,1.6,11200
Hyundai,Sonata,2006,634000,2.4,11000
Kia,K5,2022,50115,2.0,43900
Changan,Uni-Z,2025,0,1.5,28730
KamAz,55111,1991,459800,11,22700
Opel,Astra,2008,290111,1.3,8500
Toyota,Camry,2012,169169,2.5,23900
LADA,(VAZ) Niva,2007,416564,1.7,7500
BMW,528,2015,160100,2.0,30000
BYD,Destroyer 05,2025,0,1.5,19990
BMW,330,2018,176000,2.0,37000
Land,Rover Discovery,2015,195000,3.0,40800
Ford,Fusion (North America),2020,225871,1.5,23500
Kia,Forte,2015,259104,1.8,16700
Opel,Astra,2005,374545,1.4,9200
Mercedes,Vito 115,2010,244600,2.2,29500
LADA,(VAZ) Kalina,2011,92000,1.4,8700
Changan,Qiyuan A06,2023,18000,1.5,25900
Changan,Uni-Z,2025,0,1.5,34800
Haval,H6,2025,0,1.5,45900
Changan,Qiyuan Q07,2025,0,1.5,36990
Ford,Mustang,2018,120000,2.3,43860
Fiat,Ducato,2024,0,2.2,99800
Bajaj,Dominar 400,2025,0,4003,8899
Changan,Uni-Z,2025,0,1.5,33300
BMW,528,2014,116000,2.0,26800
BMW,428,2015,245000,2.0,32300
Mercedes,C 240,2001,290000,2.6,10400
Chevrolet,Cruze,2012,240000,1.6,12000
Suzuki,Grand Vitara,2006,423000,2.7,15500
Opel,Meriva,2007,338200,1.3,7300
Kia,Rio,2006,274575,1.5,9600
Kia,Sportage,2014,123000,2.0,27200
BMW,320,2015,291000,2.0,25700
LADA,(VAZ) 2106,2003,35000,1.6,3600
Chevrolet,Cruze,2016,226000,1.4,13900
JETOUR,T2,2025,0,1.5,49990
GAC,S7,2025,0,1.5,57990
BMW,535,2011,231000,3.0,24500
BMW,528,2016,147000,2.0,34500
Land,Rover Range Rover,2015,142000,3.0,67000
Toyota,Avalon,2015,159000,3.5,27900
Mercedes,B 200,2007,170000,2.0,10000
Hyundai,Elantra,2015,126334,1.8,20500
Hyundai,Sonata,2009,264000,2.0,17499
Hyundai,Sonata,2015,103000,2.0,24500
Hyundai,Avante,2016,173000,1.6,24500
Ford,Tourneo Connect,2008,279642,1.8,12900
BMW,X5,2003,89000,4.4,14000
Chevrolet,Orlando,2014,106000,1.8,20000
LADA,(VAZ) Niva,1994,150000,1.7,3800
Changan,Qiyuan A05,2025,0,1.5,27200
Toyota,Land Cruiser,2014,70000,4.6,75000
Changan,Qiyuan Q07,2025,0,1.5,40500
Mercedes,C 200,1995,248000,2.0,7900
Hyundai,Santa Fe,2016,118459,2.0,32800
BMW,740,2025,0,3.0,311000
Avatr,07,2025,0,1.5,61030
Changan,Uni-Z,2025,0,1.5,33250
Ford,Fusion (North America),2018,153431,2.0,29500
BMW,740,2021,45000,3.0,100300
Toyota,Camry,2019,100000,2.5,42500
Land,Rover RR Sport,2022,49000,3.0,202300
Mercedes,190,1991,230468,2.0,5500
Kia,Forte,2021,93342,2.0,25500
LADA,(VAZ) Largus,2022,31100,1.6,22450
Kia,Optima,2016,125529,2.0,25500
GAZ,GAZel (33021),1999,100000,2.5,7500
Hyundai,Elantra,2014,196000,1.8,15400
Volkswagen,Passat,2003,443755,2.5,5250
Toyota,Land Cruiser Prado,2014,165000,2.7,45900
Fiat,Doblo,2006,320000,1.4,14900
Mitsubishi,Mirage,2014,165000,1.2,14600
GWM,(Great Wall Motor) Tank 400,2025,0,2.0,77900
BMW,528,2012,232000,2.0,19700
Toyota,Prius,2006,494069,1.5,10700
Li,Auto L9,2025,0,1.5,119000
Toyota,Camry,2025,0,2.0,58650
Kia,Sorento,2018,136200,2.0,42500
Li,Auto L6,2025,0,1.5,75650
BYD,Leopard 5,2025,0,1.5,90950
Kia,Sorento,2019,151790,2.0,42500
Mercedes,E 350,2012,216200,3.0,26400
Ford,Fusion (North America),2016,290000,1.5,18500
Changan,Deepal S09,2025,600,1.5,79900
Kia,Sorento,2023,39800,1.6,48300
Changan,Deepal S09,2025,0,1.5,77350
Hyundai,Sonata,2014,168257,2.4,19600
Hyundai,Elantra,2019,165000,1.6,25000
Mercedes,190,1988,280000,2.0,2800
Nissan,Note,2016,44000,1.2,14400
Mercedes,ML 350 4MATIC,2011,177000,3.5,23400
Changan,Qiyuan Q05,2025,0,1.5,27600
Changan,Uni-Z,2025,0,1.5,32600
Honda,Civic,2016,137777,1.5,19500
Hyundai,Grandeur,2023,22000,1.6,65800
GAZ,GAZel (32212),1998,100000,2.5,5500
Toyota,Camry,2005,353000,2.4,9400
